MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,VRKME,NETPR,NETWR,WERKS,LGORT,PSTYV,ABGRU
100,5000000095,000020,MAT00055,Packing Tape 14,7,EA,,7948.92,G100,0001,TAN,
100,5000000095,000030,MAT00037,Business Monitor 10,60,EA,13049.25,782955.0,G100,0001,TAN,
100,5000000096,000010,MAT00046,Meeting Table 12,60,EA,18472.72,1108363.2,C100,0001,TAN,
100,5000000096,000020,MAT00037,Business Monitor 10,59,EA,13853.49,817355.91,A100,0002,TAN,
100,5000000096,000030,MAT00001,Barcode Scanner 1,5,EA,9367.99,46839.95,C100,0003,TAN,
100,5000000096,000040,MAT00024,Tool Kit 6,56,EA,739.92,41435.52,G100,0003,TAN,
100,5000000096,000050,MAT00012,Drill Bit Set 3,-5,EA,5129.58,297515.64,C100,0002,TAN,
100,5000000097,000010,MAT00059,Pallet 15,33,EA,226.47,7473.51,A100,0001,TAN,
100,5000000098,000010,MAT00044,Tool Kit 11,8,EA,5429.69,43437.52,G100,0003,TAN,
100,5000000098,000020,MAT00028,Safety Gloves 7,52,EA,5960.72,309957.44,A100,0002,TAN,
100,5000000099,000010,MAT00032,Safety Helmet 8,28,EA,267.86,7500.08,G100,0003,TAN,
100,5000000099,000020,MAT00049,Laptop 15 Inch 13,17,EA,13421.9,228172.3,G100,0002,TAN,
100,5000000100,000010,MAT00028,Safety Gloves 7,29,EA,5708.3,165540.7,C100,0001,TAN,
100,5000000100,000020,MAT00021,Business Monitor 6,17,EA,32594.6,554108.2,C100,0001,TAN,
100,5000000100,000030,MAT00041,USB-C Dock 11,13,EA,16158.36,210058.68,G100,0002,TAN,
100,5000000100,000040,MAT00012,Drill Bit Set 3,55,EA,4728.99,260094.45,A100,0002,TAN,
100,5000000101,000010,MAT00017,USB-C Dock 5,52,EA,3178.88,165301.76,G100,0003,TAN,
100,5000000101,000020,MAT00037,Business Monitor 10,37,Each,12756.52,471991.24,C100,0002,TAN,
100,5000000102,000010,MAT00061,Business Monitor 16,23,EA,13677.18,314575.14,A100,0001,TAN,
100,5000000102,000020,MAT00075,Carton Box 19,16,EA,903.79,14460.64,A100,0001,TAN,
100,5000000102,000030,MAT00029,Wireless Keyboard 8,20,EA,29636.85,592737.0,G100,0002,TAN,
100,5000000102,000040,MAT00074,Standing Desk 19,54,Each,6381.76,344615.04,C100,0002,TAN,
100,5000000103,000010,MAT00059,Pallet 15,22,EA,260.15,5723.3,A100,0003,TAN,
100,5000000103,000020,MAT00024,Tool Kit 6,18,EA,722.68,13008.24,C100,0001,TAN,
100,5000000104,000010,MAT00058,Office Chair 15,22,EA,4241.73,93318.06,G100,0001,TAN,
100,5000000104,000020,MAT00009,Business Monitor 3,33,EA,40551.78,1338208.74,A100,0002,TAN,
100,5000000104,000030,MAT00073,USB-C Dock 19,58,EA,6224.92,361045.36,C100,0003,TAN,
100,5000000104,000040,MAT00072,Safety Gloves 18,8,EA,4033.19,32265.52,G100,0002,TAN,
100,5000000104,000050,MAT00070,Meeting Table 18,26,EA,5503.04,143079.04,A100,0002,TAN,
100,5000000105,000010,MAT00026,Filing Cabinet 7,0,EA,10994.48,87955.84,G100,0001,TAN,
100,5000000105,000020,MAT00062,Office Chair 16,29,EA,15042.35,436228.15,A100,0002,TAN,
100,5000000106,000010,MAT00010,Office Chair 3,7,EA,15091.15,105638.05,A100,0001,TAN,
100,5000000106,000020,MAT00054,Office Chair 14,12,EA,4827.28,57927.36,C100,0001,TAN,
100,5000000106,000030,MAT00003,Packing Tape 1,49,EA,874.57,42853.93,A100,0002,TAN,
100,5000000106,000040,MAT00047,Stretch Film 12,40,EA,611.73,24469.2,C100,0002,TAN,
100,5000000106,000050,MAT00063,Packing Tape 16,11,EA,643.56,7079.16,A100,0001,TAN,
100,5000000107,000010,MAT00046,Meeting Table 12,17,EA,18015.54,306264.18,A100,0001,TAN,
100,5000000108,000010,MAT00055,Packing Tape 14,36,EA,1146.94,41289.84,A100,0001,TAN,
100,5000000108,000020,MAT00039,Carton Box 10,32,EA,349.29,11177.28,G100,0001,TAN,
100,5000000108,000030,MAT00031,Packing Tape 8,24,EA,145.58,3493.92,G100,0003,TAN,
100,5000000109,000010,MAT00025,Barcode Scanner 7,22,EA,20569.3,452524.6,C100,0002,TAN,
100,5000000109,000020,MAT00054,Office Chair 14,54,EA,,268378.92,A100,0001,TAN,
100,5000000109,000030,MAT00021,Business Monitor 6,37,EA,30390.04,1124431.48,C100,0002,TAN,
100,5000000109,000040,MAT00071,Pallet 18,-1,EA,904.56,47941.68,A100,0003,TAN,
100,5000000110,000010,MAT00010,Office Chair 3,55,EA,14845.16,816483.8,G100,0001,TAN,
100,5000000110,000020,MAT00021,Business Monitor 6,58,ea,30778.73,1785166.34,C100,0002,TAN,
100,5000000111,000010,MAT00075,Carton Box 19,33,EA,-775.65,25596.45,G100,0001,TAN,
100,5000000111,000020,MAT00080,Tool Kit 20,4,EA,2804.38,11217.52,A100,0001,TAN,
100,5000000112,000010,MAT00067,Stretch Film 17,12,EA,708.55,8502.6,A100,0002,TAN,
100,5000000112,000020,MAT00035,Carton Box 9,50,EA,270.64,13532.0,C100,0003,TAN,
100,5000000112,000030,MAT00024,Tool Kit 6,20,Each,742.5,14850.0,G100,0001,TAN,
100,5000000113,000010,MAT99999,Laptop 15 Inch 13,57,EA,11782.65,671611.05,A100,0003,TAN,
100,5000000113,000020,MAT00064,Drill Bit Set 16,58,EA,3145.14,145934.5,G100,0002,TAN,
100,5000000113,000030,MAT00004,Industrial Lubricant 1,39,EA,4601.75,179468.25,C100,0003,TAN,
100,5000000113,000040,MAT00057,Wireless Keyboard 15,9,EA,37625.9,338633.1,C100,0001,TAN,
100,5000000113,000050,MAT00043,Carton Box 11,25,EA ,577.19,14429.75,A100,0003,TAN,
100,5000000114,000010,MAT00060,Tool Kit 15,18,EA,2216.75,39901.5,C100,0001,TAN,
100,5000000114,000020,MAT00055,Packing Tape 14,1,EA,,1297.63,A100,0001,TAN,
100,5000000114,000030,MAT00052,Safety Helmet 13,40,EA,5841.12,233644.8,A100,0003,TAN,
100,5000000115,000010,MAT00032,Safety Helmet 8,-5,EA,291.7,13126.5,A100,0002,TAN,
100,5000000115,000020,MAT00002,Desk Lamp 1,59,EA,,404180.68,G100,0002,TAN,
100,5000000115,000030,MAT00023,Pallet 6,9,EA,1097.87,9880.83,G100,0002,TAN,
100,5000000115,000040,MAT00022,Office Chair 6,23,EA,7504.77,172609.71,A100,0002,TAN,
100,5000000115,000050,MAT00043,Carton Box 11,50,EA,678.22,40693.2,C100,0003,TAN,
100,5000000116,000010,MAT00071,Pallet 18,40,EA,866.69,34667.6,C100,0001,TAN,
100,5000000116,000020,MAT00019,Carton Box 5,27,EA,809.44,21854.88,G100,0003,TAN,
100,5000000116,000030, MAT00007,Stretch Film 2,12,EA,736.12,8833.44,C100,0001,TAN,
100,5000000117,000010,MAT00053,USB-C Dock 14,27,EA,36587.76,987869.52,G100,0002,TAN,
100,5000000117,000020,MAT00026,Filing Cabinet 7,20,EA,9375.18,187503.6,G100,0001,TAN,
100,5000000117,000030,MAT00038,Office Chair 10,31,EA,3996.86,123902.66,C100,0002,TAN,
100,5000000117,000040,MAT00049,Laptop 15 Inch 13,16,EA,13013.71,208219.36,G100,0002,TAN,
100,5000000118,000010,MAT00050,Filing Cabinet 13,25,EA,11396.43,227928.6,A100,0003,TAN,
100,5000000118,000020,MAT00002,Desk Lamp 1,2,EA,8366.68,16733.36,C100,0001,TAN,
100,5000000118,000030,mat00058,Office Chair 15,-5,EA,4683.83,145198.73,A100,0002,TAN,
100,5000000118,000040,MAT00056,Safety Gloves 14,27,EA,5652.41,152615.07,A100,0003,TAN,
100,5000000118,000050,MAT00012,Drill Bit Set 3,6,EA,4867.62,29205.72,C100,0003,TAN,
100,5000000119,000010,MAT00047,Stretch Film 12,43,EA,,27420.67,A100,0001,TAN,
100,5000000119,000020,MAT00040,Drill Bit Set 10,43,EA,3279.99,141039.57,C100,0001,TAN,
100,5000000120,000010,MAT00080,Tool Kit 20,49,EA,2700.96,132347.04,G100,0001,TAN,
100,5000000120,000020,MAT00051,Bubble Wrap 13,30,EA,947.26,28417.8,G100,0001,TAN,
100,5000000120,000030,MAT00023,Pallet 6,46,EA,965.04,44391.84,A100,0001,TAN,
100,5000000120,000040,MAT00021,Business Monitor 6,20,ea,30583.68,489338.88,C100,0001,TAN,
100,5000000120,000050,MAT00026,Filing Cabinet 7,31,EA,9663.02,299553.62,C100,0003,TAN,
100,5000000121,000010,MAT00079,Packing Tape 20,43,EA,59.94,2577.42,C100,0003,TAN,
100,5000000121,000020,MAT00009,Business Monitor 3,49,EA,40622.89,1990521.61,G100,0002,TAN,
100,5000000121,000030,MAT00046,Meeting Table 12,49,EA,16196.63,793634.87,A100,0003,TAN,
100,5000000122,000010,MAT00001,Barcode Scanner 1,25,EA,9801.02,245025.5,C100,0003,TAN,
100,5000000123,000010,MAT00065,Wireless Keyboard 17,49,EA,4551.07,223002.43,A100,0003,TAN,
100,5000000123,000020,MAT00043 ,Carton Box 11,21,EA,674.64,14167.44,G100,0001,TAN,
100,5000000123,000030,MAT00026,Filing Cabinet 7,24,EA,10297.6,247142.4,C100,0002,TAN,
100,5000000123,000040,MAT00068,Safety Gloves 17,33,EA,7044.1,185964.24,A100,0002,TAN,
100,5000000123,000050,MAT00017,USB-C Dock 5,34,EA,2822.28,95957.52,C100,0001,TAN,
100,5000000124,000010,MAT00044,Tool Kit 11,12,EA,5626.4,67516.8,G100,0003,TAN,
100,5000000124,000020,MAT00055,Packing Tape 14,36,ea,1310.32,47171.52,X999,0002,TAN,
100,5000000124,000030,MAT00037,Business Monitor 10,37,EA,13669.38,505767.06,A100,0001,TAN,
100,5000000125,000010,MAT00059,Pallet 15,32,EA,228.42,7309.44,C100,0002,TAN,
100,5000000125,000020,MAT00046,Meeting Table 12,16,EA,15902.89,254446.24,C100,0003,TAN,
100,5000000125,000030,MAT00010,Office Chair 3,25,EA,16702.22,417555.5,C100,0002,TAN,
100,5000000126,000010,MAT99999,Pallet 6,22,EA,1178.27,25921.94,A100,0001,TAN,
100,5000000126,000020,MAT00031,Packing Tape 8,32,EA,164.45,5262.4,G100,0001,TAN,
100,5000000126,000030,mat00018,Filing Cabinet 5,12,EA,3451.03,41412.36,G100,0003,TAN,
100,5000000126,000040,MAT00054,Office Chair 14,14,EA,5277.78,73888.92,A100,0003,TAN,
100,5000000127,000010,MAT00010,Office Chair 3,54,EA,15534.53,838864.62,G100,0001,TAN,
100,5000000127,000020,MAT00015,Carton Box 4,20,EA,199.87,3997.4,C100,0001,TAN,
100,5000000127,000030,MAT00033,Business Monitor 9,-5,EA,26576.83,744151.24,C100,0002,TAN,
100,5000000127,000040,MAT00069,USB-C Dock 18,56,EA,34096.95,1909429.2,C100,0001,TAN,
100,5000000128,000010,MAT00051,Bubble Wrap 13,6,EA,814.17,4885.02,G100,0003,TAN,
100,5000000128,000020,MAT00054,Office Chair 14,46,EA,4882.32,224586.72,C100,0003,TAN,
100,5000000129,000010,MAT00061,Business Monitor 16,15,EA,15124.62,226869.3,A100,0001,TAN,
100,5000000129,000020, MAT00028,Safety Gloves 7,39,EA,6333.26,246997.14,G100,0002,TAN,
100,5000000129,000030,MAT00006,Meeting Table 2,31,EA,12228.5,379083.5,A100,0003,TAN,
100,5000000129,000040,MAT00034,Desk Lamp 9,19,EA,9547.93,181410.67,C100,0001,TAN,
100,5000000129,000050,MAT00024,Tool Kit 6,32,EA,699.59,22386.88,G100,0003,TAN,
100,5000000130,000010,MAT00026,Filing Cabinet 7,29,EA,10870.97,315258.13,,0001,TAN,
100,5000000130,000020,MAT00048,Safety Helmet 12,35,EA,1850.96,64783.6,G100,0003,TAN,
100,5000000130,000030,MAT00075,Carton Box 19,50,EA,939.66,46983.0,G100,0001,TAN,
100,5000000131,000010,MAT00059,Pallet 15,18,EA,252.05,4536.9,G100,0001,TAN,
100,5000000131,000020,MAT00053,USB-C Dock 14,25,EA,33086.35,827158.75,G100,0003,TAN,
100,5000000131,000030,MAT00071,Pallet 18,48,EA,893.75,42900.0,G100,0003,TAN,
100,5000000132,000010,MAT00017,USB-C Dock 5,59,EA,3002.41,177142.19,G100,0002,TAN,
100,5000000132,000020,MAT00005,USB-C Dock 2,26,EA,5888.09,153090.34,C100,0001,TAN,
100,5000000132,000030,MAT00019,Carton Box 5,23,PC,939.14,21600.22,A100,0003,TAN,
100,5000000132,000040,MAT00006,Meeting Table 2,9,EA,14132.56,127193.04,G100,0003,TAN,
100,5000000133,000010,MAT00020,Tool Kit 5,52,EA,3807.57,197993.64,G100,0002,TAN,
100,5000000133,000020,MAT00044,Tool Kit 11,6,EA,5531.59,33189.54,c100,0001,TAN,
100,5000000134,000010,MAT00042,Desk Lamp 11,58,EA,4135.67,239868.86,C100,0002,TAN,
100,5000000135,000010,MAT00037,Business Monitor 10,60,EA,12434.68,746080.8,C100,0001,TAN,
100,5000000136,000010,MAT00047,Stretch Film 12,52,EA,679.51,35334.52,C100,0001,TAN,
100,5000000137,000010,MAT00004,Industrial Lubricant 1,10,EA,4150.91,41509.1,A100,0001,TAN,
100,5000000137,000020,MAT00078,Filing Cabinet 20,-5,EA,9018.8,99206.8,C100,0003,TAN,
100,5000000137,000030,MAT00068,Safety Gloves 17,6,EA,7088.46,42530.76,A100,0001,TAN,
100,5000000138,000010,MAT00080,Tool Kit 20,58,EA,2451.14,142166.12,C100,0001,TAN,
100,5000000138,000020,MAT00014,Filing Cabinet 4,60,EA,-10244.01,737568.72,G100,0002,TAN,
100,5000000138,000030,MAT00060,Tool Kit 15,40,EA,1927.43,77097.2,c100,0003,TAN,
100,5000000139,000010,MAT00047,Stretch Film 12,36,EA,624.03,22465.08,G100,0001,TAN,
100,5000000140,000010,MAT00054,Office Chair 14,42,Each,5191.9,218059.8,G100,0002,TAN,
100,5000000140,000020,MAT00007,Stretch Film 2,49,EA,765.52,37510.48,C100,0003,TAN,
100,5000000140,000030,MAT00029,Wireless Keyboard 8,13,EA,28965.76,376554.88,C100,0003,TAN,
100,5000000140,000040,MAT00062,Office Chair 16,6,EA,17024.02,102144.12,G100,0002,TAN,
100,5000000141,000010,MAT00011,Bubble Wrap 3,41,EA,32.36,1326.76,A100,0002,TAN,
100,5000000141,000020,MAT00067,Stretch Film 17,55,EA,728.76,40081.8,C100,0001,TAN,
100,5000000141,000030,MAT00010,Office Chair 3,28,EA,17025.39,476710.92,G100,0003,TAN,
100,5000000141,000040,MAT00051,Bubble Wrap 13,35,EA,841.11,29438.85,A100,0003,TAN,
100,5000000141,000050,MAT00036 ,Safety Gloves 9,54,EA,2696.98,145636.92,G100,0001,TAN,
100,5000000142,000010,MAT00014,Filing Cabinet 4,14,EA,10643.33,149006.62,A100,0003,TAN,
100,5000000142,000020,MAT00060,Tool Kit 15,12,EA,1971.96,23663.52,A100,0001,TAN,
100,5000000143,000010,MAT00002,Desk Lamp 1,8,EA,7583.73,60669.84,G100,0002,TAN,
100,5000000143,000020,MAT00039,Carton Box 10,7,EA,349.49,1957.14,G100,0003,TAN,
100,5000000143,000030,MAT00019,Carton Box 5,34,EA,898.98,30565.32,A100,0003,TAN,
100,5000000143,000040,MAT00030,Standing Desk 8,48,EA,6255.94,300285.12,C100,0002,TAN,
100,5000000144,000010,MAT00027,Packing Tape 7,31,EA,876.57,27173.67,C100,0001,TAN,
100,5000000144,000020,MAT00080,Tool Kit 20,36,EA,2925.1,105303.6,A100,0001,TAN,
100,5000000144,000030,MAT00017,USB-C Dock 5,0,EA,2879.38,31673.18,G100,0001,TAN,
100,5000000144,000040,MAT00059,Pallet 15,25,EA,,5726.5,G100,0002,TAN,
100,5000000144,000050,MAT00034,Desk Lamp 9,23,EA,11077.55,254783.65,A100,0002,TAN,
100,5000000145,000010,MAT00025,Barcode Scanner 7,21,EA,,410005.26,A100,0002,TAN,
100,5000000146,000010,MAT00023,Pallet 6,7,EA,1181.88,8273.16,C100,0003,TAN,
100,5000000147,000010,MAT00005,USB-C Dock 2,3,EA,5361.82,16085.46,A100,0002,TAN,
100,5000000148,000010,MAT00007,Stretch Film 2,16,EA,839.18,13426.88,C100,0002,TAN,
100,5000000148,000020,MAT00057,Wireless Keyboard 15,58,EA,36179.34,2098401.72,G100,0001,TAN,
100,5000000149,000010,MAT00001,Barcode Scanner 1,38,EA,9583.45,364171.1,C100,0001,TAN,
100,5000000149,000020,MAT00010,Office Chair 3,19,EA,15643.72,445846.02,A100,0001,TAN,
100,5000000149,000030,MAT00039,Carton Box 10,34,EA,313.2,10648.8,G100,0002,TAN,
100,5000000150,000010,MAT00056,Safety Gloves 14,3,EA,5326.74,15980.22,G100,0003,TAN,
100,5000000151,000010,MAT00021,Business Monitor 6,7,EA,27401.75,191812.25,G100,0002,TAN,
100,5000000152,000010,MAT00031,Packing Tape 8,1,EA,146.08,146.08,A100,0001,TAN,
100,5000000152,000020,MAT00045,Laptop 15 Inch 12,46,EA,11761.25,541017.5,A100,0003,TAN,
100,5000000153,000010,MAT00038,Office Chair 10,57,EA,4003.45,228196.65,G100,0002,TAN,
100,5000000153,000020,MAT00037,Business Monitor 10,35,EA,12647.92,442677.2,G100,0003,TAN,
100,5000000154,000010,MAT00023,Pallet 6,12,EA,1048.0,12576.0,G100,0003,TAN,
100,5000000154,000020,MAT00065,Wireless Keyboard 17,48,EA,4831.15,231895.2,A100,0002,TAN,
100,5000000154,000030,MAT00019,Carton Box 5,18,EA,868.56,15634.08,A100,0002,TAN,
100,5000000154,000040,MAT00052,Safety Helmet 13,8,EA,5354.96,42839.68,G100,0001,TAN,
100,5000000154,000050,MAT00058,Office Chair 15,42,EA,4304.73,180798.66,C100,0002,TAN,
100,5000000155,000010,MAT00014,Filing Cabinet 4,32,EA,10001.68,320053.76,A100,0002,TAN,
100,5000000156,000010,MAT00015,Carton Box 4,32,EA,181.6,5811.2,A100,0002,TAN,
100,5000000157,000010,MAT00005,USB-C Dock 2,9,EA,-6311.15,56800.35,C100,0001,TAN,
100,5000000158,000010,MAT00069,USB-C Dock 18,39,EA,31064.16,1211502.24,C100,0001,TAN,
100,5000000158,000020,MAT00078,Filing Cabinet 20,58,EA,8739.99,506919.42,G100,0003,TAN,
100,5000000158,000030,MAT00046,Meeting Table 12,48,EA,18169.83,872151.84,G100,0001,TAN,
100,5000000159,000010,MAT00077,Business Monitor 20,39,ea,4218.93,164538.27,C100,0001,TAN,
100,5000000159,000020,MAT00067,Stretch Film 17,-1,EA,759.1,9868.3,C100,0001,TAN,
100,5000000159,000030,MAT00026,Filing Cabinet 7,60,EA,10347.14,620828.4,C100,0002,TAN,
100,5000000159,000040,MAT00064,Drill Bit Set 16,10,EA,3131.02,31310.2,A100,0002,TAN,
100,5000000160,000010,MAT00045,Laptop 15 Inch 12,25,EA,11017.54,275438.5,G100,0001,TAN,
100,5000000161,000010,MAT00033,Business Monitor 9,33,EA,27245.0,899085.0,C100,0002,TAN,
100,5000000162,000010,MAT00070,Meeting Table 18,57,EA,5647.96,321933.72,G100,0002,TAN,
100,5000000162,000020,MAT00040,Drill Bit Set 10,35,EA,3202.55,112089.25,A100,0003,TAN,
100,5000000162,000030,MAT00080,Tool Kit 20,35,EA,2827.84,98974.4,A100,0001,TAN,
100,5000000162,000040,MAT00003,Packing Tape 1,27,EA,810.44,21881.88,G100,0003,TAN,
100,5000000163,000010,MAT00015,Carton Box 4,51,EA,182.46,9305.46,G100,0003,TAN,
100,5000000163,000020,MAT00020,Tool Kit 5,32,EA,4050.86,129627.52,A100,0002,TAN,
100,5000000164,000010,MAT00078,Filing Cabinet 20,18,EA,8768.41,157831.38,C100,0002,TAN,
100,5000000164,000020,MAT00022,Office Chair 6,24,EA,7201.19,172828.56,C100,0002,TAN,
100,5000000164,000030,MAT00076,Industrial Lubricant 19,44,EA,-1951.42,85862.48,A100,0001,TAN,
100,5000000165,000010,MAT00001,Barcode Scanner 1,48,EA,9601.84,460888.32,G100,0001,TAN,
100,5000000165,000020,MAT00069,USB-C Dock 18,27,EA,30852.48,833016.96,C100,0002,TAN,
100,5000000165,000030,MAT00055,Packing Tape 14,50,EA,1301.2,65060.0,C100,0002,TAN,
100,5000000165,000040,MAT00040,Drill Bit Set 10,60,EA,3290.67,197440.2,C100,0002,TAN,
100,5000000165,000050,MAT00080 ,Tool Kit 20,55,EA,2428.49,133566.95,G100,0003,TAN,
100,5000000166,000010,MAT00029,Wireless Keyboard 8,55,EA,31695.12,1743231.6,C100,0002,TAN,
100,5000000166,000020,MAT00026,Filing Cabinet 7,51,EA,9693.69,494378.19,C100,0002,TAN,
100,5000000166,000030,MAT00032,Safety Helmet 8,52,EA,286.74,14910.48,A100,0001,TAN,
100,5000000167,000010,MAT00058,Office Chair 15,45,EA,4774.25,257809.5,X999,0001,TAN,
100,5000000167,000020,MAT00025,Barcode Scanner 7,48,EA,22452.64,1077726.72,G100,0001,TAN,
100,5000000167,000030,MAT00030,Standing Desk 8,6,EA,5251.43,31508.58,G100,0001,TAN,
100,5000000168,000010,MAT00022,Office Chair 6,37,EA,6087.58,225240.46,G100,0003,TAN,
100,5000000168,000020,MAT00067,Stretch Film 17,42,EA,660.38,27735.96,A100,0003,TAN,
100,5000000168,000030, MAT00045,Laptop 15 Inch 12,15,EA,12298.7,184480.5,A100,0001,TAN,
100,5000000168,000040,MAT00009,Business Monitor 3,2,EA,42414.54,84829.08,C100,0002,TAN,
100,5000000169,000010,MAT00068,Safety Gloves 17,22,EA,6321.99,139083.78,A100,0003,TAN,
100,5000000169,000020,MAT00030,Standing Desk 8,42,EA,6355.59,266934.78,G100,0002,TAN,
100,5000000169,000030,MAT00058,Office Chair 15,60,EA,4150.73,249043.8,C100,0001,TAN,
100,5000000170,000010,MAT00080,Tool Kit 20,26,EA,2436.49,63348.74,C100,0002,TAN,
100,5000000170,000020,MAT00033,Business Monitor 9,33,EA,25760.91,850110.03,G100,0001,TAN,
100,5000000170,000030,MAT00061,Business Monitor 16,43,EA,15735.96,676646.28,A100,0001,TAN,
100,5000000171,000010,MAT00035,Carton Box 9,8,EA,265.49,2123.92,C100,0003,TAN,
100,5000000171,000020,MAT00012,Drill Bit Set 3,16,EA,5161.99,82591.84,A100,0001,TAN,
100,5000000171,000030,MAT00022,Office Chair 6,48,EA,6218.42,298484.16,A100,0001,TAN,
100,5000000171,000040,MAT00058,Office Chair 15,22,EA,4101.4,90230.8,C100,0002,TAN,
100,5000000171,000050,MAT00054,Office Chair 14,4,EA,4916.44,19665.76,C100,0003,TAN,
100,5000000172,000010,MAT00078,Filing Cabinet 20,45,EA,8972.62,403767.9,A100,0003,TAN,
100,5000000172,000020,MAT00017 ,USB-C Dock 5,19,EA,-2624.82,49871.58,G100,0001,TAN,
100,5000000173,000010,MAT00077,Business Monitor 20,57,EA,4071.69,232086.33,C100,0002,TAN,
100,5000000173,000020,MAT00023,Pallet 6,10,EA,1057.66,10576.6,A100,0003,TAN,
100,5000000173,000030, MAT00020,Tool Kit 5,56,EA,3950.01,265440.67,G100,0003,TAN,
100,5000000173,000040,MAT00040,Drill Bit Set 10,53,EA,3408.85,180669.05,C100,0002,TAN,
100,5000000173,000050,MAT00005 ,USB-C Dock 2,26,EA,5785.8,150430.8,A100,0003,TAN,
100,5000000174,000010,MAT00066,Standing Desk 17,27,Each,4714.87,127301.49,A100,0001,TAN,
100,5000000174,000020,MAT00042,Desk Lamp 11,59,EA,3907.37,184427.86,A100,0001,TAN,
100,5000000174,000030,MAT00058,Office Chair 15,8,EA,4467.96,35743.68,C100,0001,TAN,
100,5000000174,000040,MAT00051 ,Bubble Wrap 13,31,EA,983.0,30473.0,G100,0003,TAN,
100,5000000174,000050,MAT00070,Meeting Table 18,48,EA,5258.07,252387.36,A100,0003,TAN,
100,5000000175,000010,MAT00010,Office Chair 3,29,EA,,424390.93,C100,0002,TAN,
100,5000000175,000020,MAT00039 ,Carton Box 10,60,EA,357.08,21424.8,A100,0002,TAN,
100,5000000176,000010,MAT00048,Safety Helmet 12,16,EA,1721.0,27536.0,G100,0003,TAN,
100,5000000176,000020,MAT00018,Filing Cabinet 5,39,EA,,119058.81,G100,0003,TAN,
100,5000000176,000030,MAT99999,Drill Bit Set 16,29,EA,3025.28,87733.12,C100,0002,TAN,
100,5000000176,000040,MAT00007,Stretch Film 2,35,EA,824.44,28855.4,A100,0001,TAN,
100,5000000176,000050,MAT00009,Business Monitor 3,-1,EA,42227.2,42227.2,G100,0001,TAN,
100,5000000177,000010,MAT00031,Packing Tape 8,31,EA,147.38,4568.78,C100,0001,TAN,
100,5000000177,000020,MAT00020,Tool Kit 5,41,EA,3993.95,163751.95,A100,0003,TAN,
100,5000000178,000010,MAT00079,Packing Tape 20,0,EA,58.51,819.14,G100,0002,TAN,
100,5000000178,000020,MAT00009 ,Business Monitor 3,42,EA,44377.16,1863840.72,A100,0002,TAN,
100,5000000178,000030,MAT00042,Desk Lamp 11,12,EA,4087.12,49045.44,G100,0002,TAN,
100,5000000178,000040,MAT00056,Safety Gloves 14,58,EA,5365.04,311172.32,C100,0001,TAN,
100,5000000178,000050,MAT00049,Laptop 15 Inch 13,3,Each,12310.27,36930.81,C100,0002,TAN,
100,5000000179,000010,MAT00071,Pallet 18,55,EA,867.21,47696.55,C100,0003,TAN,
100,5000000179,000020,MAT00080,Tool Kit 20,30,EA,2621.65,78649.5,C100,0003,TAN,
100,5000000179,000030,MAT00079,Packing Tape 20,29,EA,55.11,1598.19,C100,0002,TAN,
100,5000000180,000010,MAT00055,Packing Tape 14,36,EA,1234.75,44451.0,C100,0002,TAN,
100,5000000180,000020,MAT00068,Safety Gloves 17,52,EA,6674.28,347062.56,A100,0002,TAN,
100,5000000180,000030,MAT00030,Standing Desk 8,44,EA,5266.49,231725.56,C100,0002,TAN,
100,5000000181,000010,MAT00031,Packing Tape 8,-1,EA,142.76,285.52,C100,0003,TAN,
100,5000000181,000020,MAT00079,Packing Tape 20,6,EA,50.07,300.42,C100,0003,TAN,
100,5000000181,000030,MAT00048,Safety Helmet 12,4,EA,1686.91,6747.64,A100,0002,TAN,
100,5000000182,000010,MAT00042,Desk Lamp 11,41,EA,4245.52,174066.32,A100,0002,TAN,
100,5000000183,000010,MAT00041,USB-C Dock 11,33,EA,16877.16,556946.28,C100,0002,TAN,
100,5000000183,000020,MAT00039,Carton Box 10,14,EA,341.11,4775.54,A100,0003,TAN,
100,5000000183,000030,MAT00014,Filing Cabinet 4,11,EA,11197.55,123173.05,A100,0001,TAN,
100,5000000184,000010,MAT00074,Standing Desk 19,58,EA,5803.3,336591.4,G100,0002,TAN,
100,5000000184,000020,MAT00062,Office Chair 16,8,EA,15934.91,127479.28,A100,0001,TAN,
100,5000000184,000030,MAT00079,Packing Tape 20,41,EA,52.96,2171.36,G100,0003,TAN,
100,5000000184,000040,mat00036,Safety Gloves 9,54,EA,3121.09,168538.86,G100,0001,TAN,
100,5000000184,000050,MAT00048,Safety Helmet 12,6,EA,1977.97,11867.82,A100,0002,TAN,
100,5000000185,000010,MAT00071,Pallet 18,57,EA,872.13,49711.41,A100,0002,TAN,
100,5000000185,000020,MAT00011,Bubble Wrap 3,21,EA,28.07,589.47,C100,0002,TAN,
100,5000000186,000010,MAT00064,Drill Bit Set 16,19,EA,3409.03,64771.57,C100,0001,TAN,
100,5000000187,000010,MAT00003,Packing Tape 1,59,EA,870.96,51386.64,G100,0002,TAN,
100,5000000187,000020,MAT00019,Carton Box 5,46,EA,992.1,45636.6,C100,0003,TAN,
100,5000000188,000010,MAT00048,Safety Helmet 12,34,EA,1908.7,64895.8,A100,0001,TAN,
100,5000000188,000020,MAT00025,Barcode Scanner 7,44,EA,21396.14,941430.16,A100,0003,TAN,
